"","name","date","project","email_count","svn_count","watches","votes","jira_count","jira_type","jira_priority"
"460","cm_t1",9,"team1",6,3,0,0,0,0,0
"461","cm_t1",9,"team1",6,8,0,0,0,0,0
"462","cm_t1",9,"team1",6,9,0,0,0,0,0
"463","cm_t1",9,"team1",6,5,0,0,0,0,0
"464","cm_t1",9,"team1",6,7,0,0,0,0,0
"465","cm_t1",9,"team1",6,7,0,0,0,0,0
"466","cm_t1",9,"team1",6,7,0,0,0,0,0
"467","cm_t1",9,"team1",6,4,0,0,0,0,0
"468","cm_t1",9,"team1",6,3,0,0,0,0,0
"469","cm_t1",9,"team1",6,8,0,0,0,0,0
"470","cm_t1",9,"team1",6,9,0,0,0,0,0
"471","cm_t1",9,"team1",6,5,0,0,0,0,0
"472","cm_t1",9,"team1",6,7,0,0,0,0,0
"473","cm_t1",9,"team1",6,7,0,0,0,0,0
"474","cm_t1",9,"team1",6,7,0,0,0,0,0
